duration_days,radiation,shielding,exercise,dna_damage,mitochondrial_stress,immune_dysfunction,inflammation,senescence
153,low,high,low,3.4,38.5,30.0,29.2,8.2
285,medium,low,medium,54.2,53.3,35.5,34.6,39.9
307,medium,high,low,36.8,65.7,47.1,45.9,32.0
523,medium,medium,high,72.8,64.0,37.7,33.9,57.7
577,high,medium,high,94.2,80.3,47.5,44.6,71.9
206,low,high,low,9.7,44.2,33.8,32.4,13.3
350,low,medium,low,37.0,59.8,44.2,41.0,32.1
127,high,high,medium,30.2,46.7,30.1,32.6,23.7
534,low,medium,medium,59.1,69.7,47.4,42.0,49.8
71,high,low,high,43.5,25.7,11.1,14.3,28.3
344,low,low,low,46.3,59.2,43.8,40.6,36.5
174,high,low,medium,55.9,51.8,33.5,35.4,38.2
50,low,low,low,11.0,27.4,22.6,23.0,8.3
541,high,high,medium,79.9,91.4,60.0,57.5,63.4
702,low,low,medium,89.2,87.8,59.5,52.1,70.9
344,low,medium,high,36.3,34.2,18.8,15.6,31.5
516,high,low,high,96.9,73.7,43.2,41.0,71.0
114,medium,medium,low,23.7,44.8,33.2,34.3,18.4
687,medium,low,high,100.0,81.7,49.5,43.7,78.5
117,high,medium,low,39.0,55.6,39.4,42.0,27.7
330,high,low,high,74.6,53.6,29.8,29.8,53.2
188,medium,high,low,22.6,52.8,38.5,38.8,20.5
601,low,low,high,77.1,61.9,37.3,31.1,61.2
708,medium,low,medium,100.0,99.0,66.0,60.0,80.5
194,high,low,medium,58.3,54.0,35.0,36.6,40.1
626,low,high,high,60.1,64.6,39.1,32.6,53.6
194,low,medium,low,18.3,43.0,33.0,31.6,17.1
603,low,low,high,77.4,62.1,37.4,31.2,61.4
619,low,medium,high,69.3,63.9,38.6,32.1,57.9
69,low,medium,medium,3.3,19.5,14.0,14.1,5.1
660,medium,high,low,79.2,100.0,72.5,67.1,65.9
468,low,high,low,41.2,72.5,52.7,48.1,38.4
107,low,low,high,17.8,8.6,1.7,1.4,13.8
344,medium,low,high,61.3,44.7,24.8,23.1,45.5
349,medium,low,high,61.9,45.2,25.1,23.4,46.0
216,high,high,medium,40.9,56.3,36.6,38.0,32.2
280,low,medium,high,28.6,27.2,14.2,11.8,25.4
186,high,medium,medium,47.3,53.1,34.4,36.2,34.4
367,low,medium,high,39.0,36.6,20.4,17.0,33.7
421,low,medium,high,45.5,42.5,24.3,20.3,38.9
230,medium,medium,medium,37.6,47.3,31.6,31.3,29.6
615,high,high,medium,88.8,99.4,65.3,61.9,70.5
482,high,high,low,72.8,95.1,65.7,63.9,57.8
485,high,high,high,73.2,70.4,40.9,39.1,58.1
172,low,low,medium,25.6,30.6,21.4,20.3,20.0
301,low,low,medium,41.1,44.5,30.7,28.1,32.4
538,high,high,low,79.6,100.0,69.7,67.3,63.1
337,medium,high,low,40.4,68.9,49.3,47.7,34.9
343,medium,low,high,61.2,44.5,24.7,23.1,45.4
67,medium,high,low,8.0,39.7,29.8,31.5,8.9
491,high,medium,medium,83.9,86.0,56.4,54.5,63.6
656,low,low,low,83.7,92.8,66.2,59.4,66.5
702,low,medium,low,79.2,97.8,69.5,62.1,65.9
511,medium,high,medium,61.3,77.7,51.8,48.2,51.6
307,medium,high,high,36.8,40.7,22.1,20.9,32.0
335,low,medium,high,35.2,33.2,18.1,15.1,30.7
729,medium,medium,high,97.5,86.2,52.5,46.2,77.5
669,high,low,high,100.0,90.3,54.2,50.1,85.7
107,high,high,high,27.8,29.6,13.7,16.4,21.8
615,low,high,medium,58.8,78.4,53.3,46.9,52.5
255,low,medium,low,25.6,49.5,37.4,35.3,23.0
252,high,high,high,45.2,45.2,24.1,25.1,35.7
607,high,low,medium,100.0,98.6,64.7,61.4,79.8
88,medium,medium,low,20.6,42.0,31.3,32.8,15.9
543,low,medium,medium,60.2,70.6,48.1,42.6,50.6
447,medium,high,high,53.6,55.8,32.2,29.3,45.4
198,high,medium,low,48.8,64.4,45.3,46.9,35.5
410,high,medium,high,74.2,62.3,35.5,34.6,55.9
675,high,low,low,100.0,100.0,79.6,75.5,86.3
275,medium,high,high,33.0,37.2,19.8,19.0,28.9
204,high,high,high,39.5,40.0,20.7,22.2,31.1
76,high,medium,low,34.1,51.2,36.5,39.6,23.8
330,medium,low,low,59.6,68.1,48.8,47.3,44.2
427,high,high,low,66.2,89.1,61.7,60.6,52.5
70,high,medium,high,33.4,25.6,11.0,14.2,23.2
394,low,low,medium,52.3,54.6,37.4,33.6,41.3
537,low,low,low,69.4,80.0,57.7,52.2,55.1
101,low,medium,low,7.1,32.9,26.3,26.1,8.2
609,high,low,low,100.0,100.0,74.8,71.5,80.0
327,low,medium,high,34.2,32.3,17.5,14.6,29.9
95,medium,high,medium,11.4,32.8,21.8,23.2,11.6
97,low,high,low,0.0,32.5,26.0,25.8,2.8
502,high,high,medium,75.2,87.2,57.1,55.1,59.7
267,low,low,low,37.0,50.8,38.2,36.0,29.1
276,high,medium,high,58.1,47.8,25.9,26.6,43.0
236,high,medium,medium,53.3,58.5,38.0,39.2,39.2
152,medium,low,high,38.2,23.9,10.9,11.6,27.1
319,high,high,high,53.3,52.5,29.0,29.1,42.1
367,high,low,high,79.0,57.6,32.4,32.0,56.7
460,low,low,high,60.2,46.7,27.1,22.6,47.7
140,low,medium,medium,11.8,27.1,19.1,18.4,11.9
339,low,medium,high,35.7,33.6,18.4,15.3,31.0
546,medium,low,medium,85.5,81.5,54.3,50.3,64.9
283,low,low,low,39.0,52.6,39.4,37.0,30.7
279,high,low,high,68.5,48.1,26.1,26.7,48.3
203,medium,low,low,44.4,54.4,39.6,39.7,32.0
226,high,medium,high,52.1,42.4,22.3,23.6,38.2
698,high,low,medium,100.0,100.0,71.3,66.9,88.5
100,high,low,low,47.0,53.8,38.2,41.0,31.1
630,low,low,low,80.6,90.0,64.4,57.8,64.0
243,medium,high,high,29.2,33.7,17.5,17.1,25.8
316,high,low,high,72.9,52.1,28.8,29.0,51.8
577,high,high,high,84.2,80.3,47.5,44.6,66.9
663,high,high,high,94.6,89.6,53.7,49.8,75.1
705,medium,medium,high,94.6,83.6,50.8,44.8,75.2
156,high,high,low,33.7,59.8,42.2,44.4,26.5
196,high,high,low,38.5,64.2,45.1,46.8,30.3
322,high,low,medium,73.6,67.8,44.2,44.3,52.4
287,low,low,medium,39.4,43.0,29.7,27.2,31.1
124,medium,medium,low,24.9,45.9,33.9,34.9,19.4
417,high,low,low,85.0,88.0,61.0,60.0,61.5
533,medium,medium,low,74.0,90.1,63.4,59.5,58.7
518,low,low,low,67.2,77.9,56.3,51.1,53.2
662,medium,high,low,79.4,100.0,72.7,67.2,66.1
536,medium,medium,high,74.3,65.4,38.6,34.7,59.0
241,medium,high,high,28.9,33.5,17.4,17.0,25.6
287,low,low,medium,39.4,43.0,29.7,27.2,31.1
620,low,low,high,79.4,64.0,38.6,32.2,63.0
454,low,medium,high,49.5,46.0,26.7,22.2,42.1
227,low,high,high,12.2,21.5,10.3,8.6,15.3
76,high,medium,high,34.1,26.2,11.5,14.6,23.8
723,medium,low,low,100.0,100.0,77.1,70.9,81.9
348,high,low,high,76.8,55.6,31.1,30.9,54.9
203,low,low,medium,29.4,33.9,23.6,22.2,23.0
547,high,low,low,100.0,100.0,70.4,67.8,74.0
541,high,low,medium,99.9,91.4,60.0,57.5,73.4
635,low,high,high,61.2,65.6,39.7,33.1,54.5
662,medium,low,medium,99.4,94.0,62.7,57.2,76.1
333,high,low,low,75.0,79.0,55.0,55.0,53.5
649,low,low,high,82.9,67.1,40.7,33.9,65.8
193,medium,high,medium,23.2,43.3,28.9,29.1,21.0
55,high,low,low,41.6,48.9,35.0,38.3,26.8
220,low,medium,low,21.4,45.8,34.8,33.2,19.6
87,medium,medium,medium,20.4,31.9,21.3,22.7,15.9
603,low,medium,high,67.4,62.1,37.4,31.2,56.4
614,low,low,medium,78.7,78.3,53.2,46.8,62.4
695,medium,low,low,100.0,100.0,75.0,69.2,79.2
586,high,low,low,100.0,100.0,73.2,70.2,77.8
606,low,medium,medium,67.7,77.4,52.6,46.4,56.7
430,low,high,high,36.6,43.4,25.0,20.8,34.8
572,low,low,low,73.6,83.8,60.2,54.3,58.4
262,high,low,low,66.4,71.3,49.9,50.7,46.7
232,medium,high,medium,27.8,47.6,31.7,31.4,24.8
234,high,high,high,43.1,43.3,22.8,24.0,34.0
438,medium,low,high,72.6,54.8,31.5,28.8,54.5
389,medium,medium,medium,56.7,64.5,43.0,40.8,44.8
415,high,low,high,84.8,62.8,35.9,34.9,61.3
705,high,high,high,99.6,94.1,56.8,52.3,79.2
394,low,low,medium,52.3,54.6,37.4,33.6,41.3
180,high,medium,high,46.6,37.4,19.0,20.8,33.8
525,medium,low,high,83.0,64.2,37.8,34.0,62.9
46,medium,medium,medium,15.5,27.5,18.3,20.3,11.9
120,medium,low,high,34.4,20.5,8.6,9.7,24.0
366,high,high,medium,58.9,72.5,47.4,47.0,46.6
299,high,low,low,70.9,75.3,52.5,52.9,50.2
302,high,low,high,71.2,50.6,27.7,28.1,50.5
717,high,high,medium,100.0,100.0,72.6,68.0,80.3
175,medium,medium,medium,31.0,41.4,27.6,28.0,24.3
104,medium,medium,low,22.5,43.7,32.5,33.7,17.5
655,medium,medium,low,88.6,100.0,72.2,66.8,70.4
715,high,medium,low,100.0,100.0,82.5,77.9,85.1
423,high,low,medium,85.8,78.7,51.5,50.4,62.1
537,medium,high,low,64.4,90.5,63.7,59.7,54.1
191,high,low,high,57.9,38.6,19.8,21.5,39.8
326,medium,high,medium,39.1,57.7,38.5,37.1,33.8
254,high,medium,high,55.5,45.4,24.3,25.2,40.9
59,high,low,low,42.1,49.4,35.2,38.5,27.2
611,medium,medium,medium,83.3,88.5,59.0,54.2,66.2
504,high,low,low,95.5,97.4,67.3,65.2,69.9
93,medium,low,medium,31.2,32.5,21.7,23.1,21.4
625,high,medium,high,100.0,85.5,51.0,47.5,76.5
229,high,low,high,62.5,42.7,22.5,23.7,43.5
277,low,high,high,18.2,26.9,13.9,11.6,20.1
352,high,high,low,57.2,81.0,56.3,56.1,45.3
550,medium,medium,medium,76.0,81.9,54.6,50.5,60.3
298,medium,low,high,55.8,39.7,21.5,20.4,41.1
681,low,medium,low,76.7,95.5,68.0,60.9,63.9
388,high,medium,high,71.6,59.9,33.9,33.3,53.7
473,high,high,medium,71.8,84.1,55.1,53.4,56.9
311,high,medium,medium,62.3,66.6,43.4,43.7,46.4
247,high,medium,medium,54.6,59.7,38.8,39.8,40.2
565,medium,medium,low,77.8,93.5,65.7,61.4,61.7
354,high,low,low,77.5,81.2,56.5,56.2,55.5
335,high,medium,high,65.2,54.2,30.1,30.1,48.7
297,medium,low,low,55.6,64.6,46.4,45.3,41.0
590,high,high,medium,85.8,96.7,63.5,60.4,68.1
686,high,medium,low,100.0,100.0,80.4,76.2,82.4
121,low,low,low,19.5,35.1,27.7,27.3,15.1
441,low,low,medium,57.9,59.6,40.8,36.5,45.8
487,low,medium,medium,53.4,64.6,44.1,39.2,45.3
717,high,high,low,100.0,100.0,82.6,78.0,80.3
267,medium,medium,low,42.0,61.3,44.2,43.5,33.1
414,high,high,low,64.7,87.7,60.8,59.8,51.2
508,medium,medium,high,71.0,62.4,36.6,33.0,56.3
194,medium,low,medium,43.3,43.5,29.0,29.1,31.1
510,high,medium,medium,86.2,88.1,57.7,55.6,65.5
624,medium,low,high,94.9,74.9,44.9,39.9,72.4
636,low,medium,high,71.3,65.7,39.8,33.2,59.6
229,medium,medium,medium,37.5,47.2,31.5,31.2,29.5
511,high,high,medium,76.3,88.2,57.8,55.7,60.6
592,medium,high,low,71.0,96.4,67.6,63.0,59.3
521,low,low,high,67.5,53.3,31.5,26.3,53.5
390,medium,medium,low,56.8,74.6,53.1,50.9,44.9
153,medium,low,low,38.4,49.0,36.0,36.7,27.2
288,medium,high,high,34.6,38.6,20.7,19.8,30.1
236,low,high,low,13.3,47.5,36.0,34.2,16.2
685,low,low,high,87.2,71.0,43.3,36.1,69.3
217,low,high,low,11.0,45.4,34.6,33.0,14.3
322,high,medium,medium,63.6,67.8,44.2,44.3,47.4
477,low,low,medium,62.2,63.5,43.3,38.6,49.3
403,low,medium,low,43.4,65.5,48.0,44.2,37.2
711,high,low,low,100.0,100.0,82.2,77.7,89.8
695,low,medium,high,78.4,72.1,44.0,36.7,65.2
37,low,high,low,0.0,26.0,21.7,22.2,0.0
728,high,medium,high,100.0,96.6,58.4,53.7,86.4
431,low,medium,low,46.7,68.5,50.0,45.9,39.9
202,low,high,high,9.2,18.8,8.5,7.1,12.9
619,medium,medium,high,84.3,74.4,44.6,39.6,66.9
493,high,medium,medium,84.2,86.2,56.5,54.6,63.8
315,low,low,medium,42.8,46.0,31.7,28.9,33.7
178,high,medium,low,46.4,62.2,43.8,45.7,33.6
291,low,low,medium,39.9,43.4,30.0,27.5,31.4
280,medium,low,low,53.6,62.7,45.2,44.3,39.4
673,high,high,medium,95.8,100.0,69.5,65.4,76.1
210,low,medium,high,20.2,19.7,9.1,7.6,18.7
442,high,medium,high,78.0,65.7,37.8,36.5,58.9
420,high,medium,low,75.4,88.4,61.2,60.2,56.8
615,high,high,high,88.8,84.4,50.3,46.9,70.5
299,low,low,high,40.9,29.3,15.5,12.9,32.2
167,high,high,low,35.0,61.0,43.0,45.0,27.5
280,high,high,high,48.6,48.2,26.2,26.8,38.4
189,low,medium,medium,17.7,32.4,22.6,21.3,16.6
665,low,low,low,84.8,93.8,66.9,59.9,67.3
719,medium,low,low,100.0,100.0,76.8,70.6,81.5
248,high,low,medium,64.8,59.8,38.9,39.9,45.3
470,low,medium,low,51.4,72.8,52.8,48.2,43.6
727,low,low,high,92.2,75.5,46.3,38.6,73.3
279,medium,high,medium,33.5,52.6,35.1,34.2,29.3
480,medium,high,low,57.6,84.3,59.6,56.3,48.6
639,high,low,medium,100.0,100.0,67.0,63.3,82.8
535,medium,high,medium,64.2,80.3,53.5,49.6,53.9
96,medium,high,high,11.5,17.9,6.9,8.3,11.7
462,high,low,low,90.4,92.9,64.3,62.7,65.9
710,medium,medium,low,95.2,100.0,76.1,70.1,75.7
537,medium,low,low,84.4,90.5,63.7,59.7,64.1
178,medium,low,high,41.4,26.7,12.8,13.2,29.6
262,high,low,high,66.4,46.3,24.9,25.7,46.7
613,medium,medium,high,83.6,73.7,44.1,39.3,66.3
506,high,high,medium,75.7,87.6,57.4,55.4,60.1
361,low,high,high,28.3,36.0,20.0,16.7,28.2
362,high,medium,high,68.4,57.1,32.1,31.7,51.3
68,high,low,high,43.2,25.3,10.9,14.1,28.0
492,low,low,high,64.0,50.1,29.4,24.5,50.7
730,low,low,low,92.6,100.0,71.6,63.8,73.6
37,low,medium,high,0.0,1.0,0.0,0.0,2.1
677,low,low,high,86.2,70.1,42.7,35.6,68.5
83,medium,medium,low,20.0,41.5,31.0,32.5,15.5
168,low,high,high,5.2,15.1,6.1,5.1,9.6
529,high,low,high,98.5,75.1,44.1,41.7,72.3
690,medium,medium,medium,92.8,97.0,64.7,58.9,73.7
104,low,medium,high,7.5,8.2,1.5,1.2,8.5
295,high,low,low,70.4,74.9,52.2,52.7,49.8
305,high,medium,high,61.6,50.9,28.0,28.3,45.8
99,low,high,low,0.0,32.7,26.1,25.9,3.0
520,low,low,high,67.4,53.2,31.4,26.2,53.4
723,high,medium,medium,100.0,100.0,73.1,68.4,85.9
411,high,low,high,84.3,62.4,35.6,34.7,61.0
662,low,medium,high,74.4,68.5,41.7,34.7,62.1
709,medium,low,medium,100.0,99.1,66.0,60.0,80.6
673,medium,high,low,80.8,100.0,73.5,67.9,67.1
105,high,low,medium,47.6,44.3,28.6,31.3,31.6
521,medium,high,low,62.5,88.8,62.5,58.8,52.5
702,medium,high,medium,84.2,98.3,65.5,59.6,69.9
89,high,medium,low,35.7,52.6,37.4,40.3,25.0
334,medium,medium,medium,50.1,58.6,39.0,37.5,39.6
279,high,high,high,48.5,48.1,26.1,26.7,38.3
436,medium,high,medium,52.3,69.6,46.4,43.7,44.4
89,medium,medium,low,20.7,42.1,31.4,32.8,16.0
253,low,medium,low,25.4,49.3,37.2,35.2,22.8
59,high,low,high,42.1,24.4,10.2,13.5,27.2
453,medium,medium,low,64.4,81.4,57.6,54.7,51.0
134,medium,low,medium,36.1,37.0,24.6,25.5,25.4
540,medium,medium,medium,74.8,80.8,53.9,49.9,59.3
128,high,medium,low,40.4,56.8,40.2,42.7,28.8
489,medium,low,low,78.7,85.3,60.2,56.8,59.4
268,high,low,high,67.2,46.9,25.3,26.1,47.2
703,low,medium,high,79.4,72.9,44.6,37.2,66.0
629,medium,low,low,95.5,100.0,70.3,65.2,72.9
278,high,low,low,68.4,73.0,51.0,51.7,48.2
442,high,high,low,68.0,90.7,62.8,61.5,53.9
232,medium,medium,low,37.8,57.6,41.7,41.4,29.8
691,low,high,medium,67.9,86.6,58.8,51.5,59.8
63,high,medium,medium,32.6,39.8,25.5,28.8,22.5
474,high,low,medium,91.9,84.2,55.1,53.4,67.0
127,low,low,medium,20.2,25.7,18.1,17.6,15.7
126,high,high,low,30.1,56.6,40.1,42.6,23.6
281,medium,medium,high,43.7,37.8,20.2,19.4,34.5
596,high,medium,medium,96.5,97.4,63.9,60.8,73.7
365,medium,high,high,43.8,46.9,26.3,24.4,37.5
71,high,high,medium,23.5,40.7,26.1,29.3,18.3
532,high,high,medium,78.8,90.5,59.3,56.9,62.6
676,low,medium,low,76.1,95.0,67.7,60.6,63.4
356,medium,low,medium,62.7,60.9,40.6,38.9,46.7
551,low,medium,medium,61.1,71.5,48.7,43.1,51.4
435,medium,medium,medium,62.2,69.5,46.3,43.6,49.3
293,low,medium,high,30.2,28.6,15.1,12.6,26.6
562,medium,medium,low,77.4,93.2,65.5,61.2,61.5
308,low,high,high,22.0,30.3,16.2,13.5,23.1
50,medium,low,medium,26.0,27.9,18.6,20.5,17.3
412,medium,low,low,69.4,77.0,54.7,52.2,52.1
98,low,high,low,0.0,32.6,26.1,25.9,2.9
238,medium,high,high,28.6,33.2,17.1,16.8,25.3
293,low,low,high,40.2,28.6,15.1,12.6,31.6
548,low,high,high,50.8,56.2,33.5,27.9,46.1
723,low,high,high,71.8,75.1,46.1,38.4,62.9
254,medium,low,high,50.5,34.9,18.3,17.7,36.9
349,medium,medium,low,51.9,70.2,50.1,48.4,41.0
418,medium,medium,high,60.2,52.6,30.1,27.6,47.6
425,high,high,medium,66.0,78.9,51.6,50.5,52.3
462,high,medium,medium,80.4,82.9,54.3,52.7,60.9
490,low,high,medium,43.8,64.9,44.3,39.4,40.5
426,medium,high,medium,51.1,68.5,45.7,43.1,43.4
252,high,high,medium,45.2,60.2,39.1,40.1,35.7
113,medium,low,medium,33.6,34.7,23.1,24.3,23.3
451,medium,high,medium,54.1,71.2,47.5,44.6,45.8
487,medium,low,medium,78.4,75.1,50.1,46.7,59.3
560,low,medium,low,62.2,82.5,59.3,53.6,52.3
379,high,high,medium,60.5,73.9,48.3,47.7,47.9
182,low,low,medium,26.8,31.7,22.1,20.9,21.0
117,low,high,high,0.0,9.6,2.4,2.0,4.7
284,medium,low,medium,54.1,53.2,35.4,34.5,39.8
245,low,low,low,34.4,48.5,36.6,34.7,27.0
255,low,low,high,35.6,24.5,12.4,10.3,28.0
297,medium,medium,low,45.6,64.6,46.4,45.3,36.0
533,low,medium,low,59.0,79.6,57.4,52.0,49.7
478,medium,medium,medium,67.4,74.1,49.4,46.2,53.4
540,low,medium,high,59.8,55.3,32.9,27.4,50.3
93,low,medium,low,6.2,32.0,25.7,25.6,7.4
438,low,medium,low,47.6,69.3,50.5,46.3,40.5
359,high,high,medium,58.1,71.8,46.8,46.5,46.0
184,medium,low,medium,42.1,42.4,28.2,28.5,30.2
382,low,medium,high,40.8,38.3,21.5,17.9,35.2
160,low,medium,medium,14.2,29.3,20.5,19.6,13.9
419,high,high,high,65.3,63.3,36.2,35.1,51.7
243,low,medium,medium,24.2,38.2,26.5,24.6,21.8
276,low,high,high,18.1,26.8,13.9,11.6,20.0
64,medium,low,low,27.7,39.4,29.6,31.3,18.6
413,low,low,medium,54.6,56.6,38.7,34.8,43.1
132,low,low,low,20.8,36.3,28.5,27.9,16.2
649,high,low,medium,100.0,100.0,67.7,63.9,83.8
480,high,high,medium,72.6,84.8,55.6,53.8,57.6
178,low,medium,low,16.4,41.2,31.8,30.7,15.6
659,low,medium,medium,74.1,83.2,56.4,49.5,61.8
363,medium,low,high,63.6,46.7,26.1,24.3,47.3
379,medium,medium,low,55.5,73.4,52.3,50.2,43.9
331,medium,medium,high,49.7,43.2,23.8,22.4,39.3
457,high,high,high,69.8,67.4,38.9,37.4,55.4
97,medium,medium,high,21.6,18.0,7.0,8.3,16.8
304,low,high,low,21.5,54.8,40.9,38.2,22.7
682,low,high,medium,66.8,85.7,58.1,50.9,59.0
335,high,low,low,75.2,79.2,55.1,55.1,53.7
582,high,low,high,100.0,80.9,47.9,44.9,77.4
170,low,low,low,25.4,40.4,31.2,30.2,19.8
705,medium,low,medium,100.0,98.6,65.8,59.8,80.2
362,medium,high,low,43.4,71.6,51.1,49.2,37.3
714,high,medium,high,100.0,95.1,57.4,52.8,85.0
57,medium,medium,high,16.8,13.7,4.1,5.9,13.0
490,low,high,low,43.8,74.9,54.3,49.4,40.5
97,low,medium,high,6.6,7.5,1.0,0.8,7.8
190,high,medium,high,47.8,38.5,19.7,21.4,34.7
602,high,medium,high,97.2,83.0,49.3,46.1,74.3
255,medium,medium,medium,40.6,50.0,33.4,32.8,32.0
537,high,high,medium,79.4,91.0,59.7,57.2,63.1
462,high,high,high,70.4,67.9,39.3,37.7,55.9
413,high,medium,medium,74.6,77.6,50.7,49.8,56.1
319,medium,medium,medium,48.3,57.0,38.0,36.6,38.1
363,high,low,medium,78.6,72.2,47.1,46.8,56.3
120,low,high,high,0.0,10.0,2.6,2.2,5.0
225,medium,low,low,47.0,56.8,41.2,41.0,34.1
159,medium,low,low,39.1,49.7,36.4,37.0,27.8
272,high,medium,high,57.6,47.4,25.6,26.3,42.6
123,medium,high,low,14.8,45.8,33.9,34.9,14.3
108,medium,medium,low,23.0,44.2,32.8,34.0,17.9
328,medium,medium,high,49.4,42.9,23.6,22.2,39.0
193,high,high,low,38.2,63.8,44.9,46.6,30.0
484,medium,high,high,58.1,59.8,34.8,31.5,49.0
593,high,medium,medium,96.2,97.0,63.7,60.6,73.4
497,low,high,medium,44.6,65.7,44.8,39.8,41.2
643,high,high,medium,92.2,100.0,67.3,63.6,73.2
333,high,low,low,75.0,79.0,55.0,55.0,53.5
522,medium,medium,medium,72.6,78.9,52.6,48.8,57.6
49,medium,medium,high,15.9,12.8,3.5,5.4,12.2
472,low,high,low,41.6,73.0,53.0,48.3,38.8
173,high,medium,low,45.8,61.7,43.5,45.4,33.1
700,low,low,high,89.0,72.6,44.4,37.0,70.7
391,high,medium,medium,71.9,75.2,49.2,48.5,54.0
722,low,medium,low,81.6,100.0,71.0,63.3,67.8
121,medium,low,high,34.5,20.6,8.7,9.8,24.1
660,low,low,high,84.2,68.3,41.5,34.6,66.9
153,high,medium,low,43.4,59.5,42.0,44.2,31.2
196,low,medium,high,18.5,18.2,8.1,6.8,17.3
622,low,high,medium,59.6,79.2,53.8,47.3,53.2
227,high,medium,low,52.2,67.5,47.3,48.6,38.3
55,medium,low,high,26.6,13.4,4.0,5.8,17.8
437,medium,low,medium,72.4,69.7,46.5,43.7,54.5
205,low,medium,medium,19.6,34.1,23.8,22.3,18.2
340,medium,medium,low,50.8,69.2,49.5,47.9,40.1
333,low,high,high,25.0,33.0,18.0,15.0,25.5
679,low,medium,high,76.5,70.3,42.9,35.7,63.7
536,high,medium,high,89.3,75.9,44.6,42.2,68.0
629,medium,medium,high,85.5,75.4,45.3,40.2,67.9
527,high,medium,low,88.2,99.9,68.9,66.6,67.1
47,low,low,medium,10.6,17.1,12.4,12.8,8.0
240,medium,medium,low,38.8,58.4,42.3,41.9,30.5
299,high,high,low,50.9,75.3,52.5,52.9,40.2
103,high,high,low,27.4,54.1,38.4,41.2,21.4
69,high,high,high,23.3,25.5,11.0,14.1,18.1
209,low,low,medium,30.1,34.6,24.0,22.5,23.6
106,low,high,high,0.0,8.4,1.6,1.4,3.7
566,low,low,low,72.9,83.1,59.8,54.0,57.8
113,medium,low,medium,33.6,34.7,23.1,24.3,23.3
314,medium,low,medium,57.7,56.4,37.6,36.3,42.6
123,low,low,high,19.8,10.3,2.9,2.4,15.3
696,high,high,medium,98.5,100.0,71.1,66.8,78.3
610,medium,medium,high,83.2,73.4,43.9,39.1,66.1
182,low,medium,high,16.8,16.7,7.1,5.9,16.0
170,high,medium,high,45.4,36.4,18.2,20.2,32.8
683,high,low,medium,100.0,100.0,70.2,66.0,87.1
501,medium,low,medium,80.1,76.6,51.1,47.6,60.6
452,low,high,low,39.2,70.8,51.5,47.1,36.9
83,medium,high,low,10.0,41.5,31.0,32.5,10.5
539,low,low,high,69.7,55.2,32.8,27.3,55.2
667,low,low,high,85.0,69.0,42.0,35.0,67.5
608,low,medium,low,68.0,87.7,62.8,56.5,56.9
506,low,high,medium,45.7,66.6,45.4,40.4,42.1
98,medium,low,high,31.8,18.1,7.1,8.4,21.9
515,medium,low,medium,81.8,78.1,52.1,48.4,61.9
668,high,medium,medium,100.0,100.0,69.1,65.1,80.6
546,medium,high,high,65.5,66.5,39.3,35.3,54.9
267,low,high,medium,17.0,40.8,28.2,26.0,19.1
230,high,medium,medium,52.6,57.8,37.6,38.8,38.6
716,high,high,high,100.0,95.3,57.6,53.0,80.2
437,low,low,low,57.4,69.2,50.5,46.2,45.5
276,low,medium,medium,28.1,41.8,28.9,26.6,25.0
456,medium,high,high,54.7,56.7,32.8,29.9,46.3
693,high,low,medium,100.0,100.0,70.9,66.6,88.0
313,low,medium,medium,32.6,45.8,31.5,28.8,28.5
126,low,low,low,20.1,35.6,28.1,27.6,15.6
718,low,medium,medium,81.2,89.5,60.7,53.1,67.4
61,low,medium,medium,2.3,18.6,13.4,13.7,4.4
87,high,high,high,25.4,27.4,12.3,15.2,19.9
260,medium,low,high,51.2,35.6,18.7,18.1,37.5
157,high,medium,high,43.8,35.0,17.3,19.4,31.6
114,high,medium,low,38.7,55.3,39.2,41.8,27.4
524,high,medium,medium,87.9,89.6,58.7,56.4,66.8
397,low,high,low,32.6,64.9,47.6,43.8,31.6
643,low,low,medium,82.2,81.4,55.3,48.6,65.2
369,medium,low,high,64.3,47.4,26.6,24.6,47.9
321,medium,low,low,58.5,67.2,48.1,46.8,43.3
517,high,high,low,77.0,98.8,68.2,66.0,61.1
440,medium,medium,low,62.8,80.0,56.7,53.9,49.7
224,low,low,medium,31.9,36.2,25.1,23.4,25.0
381,high,high,medium,60.7,74.1,48.4,47.9,48.1
349,low,low,medium,46.9,49.7,34.1,30.9,37.0
139,high,low,medium,51.7,48.0,31.0,33.3,34.8
654,high,low,high,100.0,88.6,53.1,49.2,84.3
630,medium,low,low,95.6,100.0,70.4,65.3,73.0
101,high,high,medium,27.1,43.9,28.3,31.1,21.2
364,low,medium,low,38.7,61.3,45.2,41.8,33.4
237,medium,low,low,48.4,58.1,42.1,41.7,35.3
123,medium,medium,low,24.8,45.8,33.9,34.9,19.3
517,low,low,high,67.0,52.8,31.2,26.0,53.1
175,medium,high,low,21.0,51.4,37.6,38.0,19.3
407,low,low,low,53.8,66.0,48.3,44.4,42.6
41,high,medium,medium,29.9,37.4,24.0,27.5,20.4
322,medium,high,low,38.6,67.3,48.2,46.8,33.4
672,high,low,high,100.0,90.6,54.4,50.3,86.0
207,medium,high,medium,24.8,44.9,29.9,29.9,22.4
96,medium,low,high,31.5,17.9,6.9,8.3,21.7
150,low,medium,low,13.0,38.2,29.8,29.0,12.9
695,low,high,medium,68.4,87.1,59.0,51.7,60.2
